Gene Symbol,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI
HNRNPUL2,16.73,2.0,10.0,10.0,30.0,199.83,16.73,10.0,15.0,21.71,16.73,10.0,15.0,747.0,85.1,4.91
HNRPDL,26.19,3.0,8.0,11.0,51.0,343.56,26.19,11.0,26.0,36.48,23.1,10.0,25.0,420.0,46.4,9.57
HNRPLL,3.35,11.0,1.0,2.0,3.0,44.27,3.35,2.0,2.0,0.0,1.97,1.0,1.0,508.0,56.4,7.8
HOMER1,12.15,2.0,3.0,3.0,7.0,75.31,12.15,3.0,4.0,6.17,7.06,2.0,3.0,354.0,40.3,5.44
HP1BP3,26.4,8.0,12.0,12.0,39.0,320.96,24.59,11.0,20.0,26.96,26.4,12.0,19.0,553.0,61.2,9.67
HSD17B4,5.7,7.0,1.0,1.0,2.0,27.36,5.7,1.0,1.0,0.0,5.7,1.0,1.0,474.0,51.0,8.38
HSD17B8,7.66,1.0,1.0,1.0,1.0,,,,,0.0,7.66,1.0,1.0,261.0,27.0,6.54
HSDL1,12.04,4.0,1.0,1.0,1.0,0.0,12.04,1.0,1.0,,,,,108.0,12.1,8.63
HSP90AA1,38.25,15.0,19.0,30.0,196.0,1808.08,38.25,30.0,98.0,158.3,38.25,29.0,98.0,732.0,84.6,5.02
HSP90AB1,39.23,9.0,18.0,31.0,162.0,1759.63,36.88,29.0,80.0,140.78,39.23,31.0,82.0,724.0,83.2,5.03
HSP90B1,9.59,2.0,4.0,6.0,16.0,205.93,9.59,6.0,9.0,13.92,6.1,5.0,7.0,803.0,92.4,4.84
HSPA12A,9.63,5.0,6.0,6.0,17.0,149.49,7.85,5.0,8.0,9.57,9.63,6.0,9.0,675.0,74.9,6.77
HSPA1A,35.26,5.0,20.0,22.0,114.0,1187.92,35.26,22.0,58.0,112.56,34.79,21.0,56.0,641.0,70.0,5.66
HSPA4,20.71,1.0,12.0,13.0,49.0,526.01,20.71,13.0,24.0,37.3,20.71,13.0,25.0,840.0,94.3,5.19
HSPA5,25.38,4.0,12.0,14.0,49.0,556.99,25.38,14.0,26.0,42.02,23.09,12.0,23.0,654.0,72.3,5.16
HSPA8,48.3,16.0,27.0,30.0,322.0,3086.32,48.3,30.0,164.0,282.67,48.3,30.0,158.0,646.0,70.9,5.52
HSPA9,15.02,4.0,8.0,8.0,23.0,258.02,15.02,8.0,11.0,20.64,15.02,8.0,12.0,679.0,73.6,6.16
HSPB1,43.9,3.0,5.0,5.0,16.0,142.41,36.59,4.0,7.0,6.3,43.9,5.0,9.0,205.0,22.8,6.4
HSPD1,39.97,8.0,18.0,18.0,60.0,838.36,39.97,18.0,31.0,54.2,37.35,17.0,29.0,573.0,61.0,5.87
HSPH1,13.64,11.0,7.0,8.0,28.0,274.69,13.64,8.0,14.0,20.7,13.64,8.0,14.0,814.0,92.1,5.55
HUWE1,4.27,6.0,14.0,14.0,29.0,268.65,3.99,13.0,16.0,17.29,3.35,11.0,13.0,4358.0,479.9,5.24
IARS,2.34,3.0,2.0,2.0,3.0,45.58,0.87,1.0,1.0,1.86,2.34,2.0,2.0,1152.0,131.7,6.11
IDH1,8.94,4.0,3.0,3.0,6.0,97.87,8.94,3.0,3.0,3.26,8.94,3.0,3.0,414.0,46.6,7.01
IDH2,27.75,4.0,8.0,8.0,22.0,62.66,19.75,6.0,10.0,4.51,27.75,8.0,12.0,400.0,45.2,7.75
IGF2BP1,10.92,2.0,3.0,5.0,19.0,158.26,10.92,5.0,10.0,8.89,10.92,5.0,9.0,577.0,63.4,9.2
IGF2BP2,27.7,7.0,8.0,10.0,23.0,281.41,27.7,10.0,12.0,12.38,24.64,9.0,11.0,556.0,61.8,8.25
IGF2BP3,12.09,2.0,2.0,5.0,14.0,117.18,12.09,5.0,7.0,6.1,12.09,5.0,7.0,579.0,63.7,8.87
IGHG1,14.55,1.0,3.0,3.0,6.0,60.11,14.55,3.0,3.0,1.95,14.55,3.0,3.0,330.0,36.1,8.19
IGLON5,25.6,1.0,8.0,8.0,35.0,274.95,25.6,8.0,18.0,32.07,25.6,8.0,17.0,336.0,36.8,7.34
IGSF21,29.98,2.0,9.0,9.0,29.0,223.3,25.7,8.0,14.0,17.26,27.41,8.0,15.0,467.0,51.8,6.93
IGSF3,1.01,2.0,1.0,1.0,2.0,68.74,1.01,1.0,1.0,2.34,1.01,1.0,1.0,1194.0,135.1,6.07
ILF2,28.46,1.0,12.0,12.0,70.0,665.74,28.46,12.0,35.0,60.9,28.46,12.0,35.0,390.0,43.0,5.26
ILF3,23.94,15.0,16.0,18.0,61.0,347.86,23.94,18.0,28.0,42.63,23.94,18.0,33.0,894.0,95.3,8.76
IMMT,22.93,8.0,12.0,12.0,27.0,62.48,18.28,10.0,13.0,13.52,20.96,11.0,14.0,711.0,78.9,7.06
IMPDH2,31.06,3.0,9.0,9.0,25.0,118.02,31.06,9.0,13.0,7.29,27.23,8.0,12.0,470.0,51.0,8.18
INA,69.34,3.0,37.0,44.0,680.0,9659.56,69.34,43.0,336.0,856.98,67.54,42.0,344.0,499.0,55.4,5.4
IPO5,2.88,5.0,2.0,2.0,4.0,48.51,2.88,2.0,2.0,1.65,2.88,2.0,2.0,972.0,109.3,4.88
IPO7,0.87,1.0,1.0,1.0,2.0,45.56,0.87,1.0,1.0,0.0,0.87,1.0,1.0,1038.0,119.4,4.82
IPPK,3.05,1.0,1.0,1.0,1.0,,,,,2.65,3.05,1.0,1.0,491.0,56.0,8.37
IQGAP2,1.4,4.0,1.0,1.0,1.0,,,,,0.0,1.4,1.0,1.0,1071.0,122.7,6.98
IQSEC1,3.33,4.0,2.0,2.0,4.0,83.64,3.33,2.0,2.0,5.57,3.33,2.0,2.0,841.0,94.9,7.66
IQSEC2,2.0,3.0,1.0,1.0,2.0,44.07,2.0,1.0,1.0,0.0,2.0,1.0,1.0,949.0,105.0,7.24
IRGQ,5.62,1.0,2.0,2.0,3.0,,,,,1.95,5.62,2.0,3.0,623.0,62.7,4.88
ISL1,10.0,4.0,1.0,1.0,1.0,,,,,2.62,10.0,1.0,1.0,260.0,29.4,8.75
ISLR2,9.26,3.0,4.0,4.0,12.0,125.96,6.85,3.0,5.0,13.96,9.26,4.0,7.0,745.0,78.9,5.29
IST1,10.19,13.0,3.0,3.0,8.0,65.67,10.19,3.0,4.0,2.58,10.19,3.0,4.0,206.0,23.4,6.61
ISYNA1,12.64,7.0,2.0,2.0,2.0,,,,,0.0,12.64,2.0,2.0,356.0,38.8,5.4
ITFG1,7.87,3.0,1.0,1.0,1.0,,,,,0.0,7.87,1.0,1.0,178.0,20.0,9.17
ITSN1,3.58,14.0,5.0,5.0,7.0,34.7,1.76,2.0,2.0,1.63,3.03,4.0,5.0,1650.0,187.7,7.94
JMJD1C,0.95,3.0,1.0,1.0,1.0,,,,,1.93,0.95,1.0,1.0,1480.0,163.0,8.97
JUP,20.67,5.0,8.0,13.0,30.0,235.17,18.39,11.0,14.0,19.96,20.67,13.0,16.0,745.0,81.7,6.14
KALRN,4.43,35.0,7.0,11.0,23.0,120.04,3.69,9.0,10.0,7.91,4.43,11.0,13.0,2955.0,336.1,6.05
KAZN,2.17,4.0,1.0,1.0,2.0,0.0,2.17,1.0,1.0,0.0,2.17,1.0,1.0,415.0,46.2,7.3
KBTBD11,9.63,1.0,3.0,3.0,6.0,30.19,9.63,3.0,3.0,0.0,9.63,3.0,3.0,623.0,65.7,6.07
KBTBD3,1.31,2.0,1.0,1.0,4.0,76.74,1.31,1.0,3.0,0.0,1.31,1.0,1.0,533.0,60.6,5.24
KCNQ1DN,29.41,1.0,1.0,1.0,1.0,,,,,0.0,29.41,1.0,1.0,68.0,7.4,9.5
KCTD12,40.31,3.0,16.0,16.0,59.0,498.63,40.31,16.0,30.0,50.52,35.69,14.0,29.0,325.0,35.7,5.64
KHDRBS1,20.99,4.0,6.0,6.0,21.0,89.03,20.09,5.0,10.0,8.39,20.99,6.0,11.0,443.0,48.2,8.66
KHDRBS3,13.04,7.0,2.0,2.0,3.0,59.64,6.83,1.0,1.0,2.01,13.04,2.0,2.0,161.0,18.4,7.55
KHSRP,8.02,4.0,4.0,4.0,12.0,132.74,8.02,4.0,6.0,10.37,8.02,4.0,6.0,711.0,73.1,7.3
KIAA1211,6.85,2.0,5.0,5.0,12.0,137.05,6.85,5.0,7.0,7.74,3.26,3.0,5.0,1226.0,136.3,5.88
KIAA1549,6.1,5.0,6.0,6.0,14.0,161.93,4.67,5.0,7.0,9.84,5.04,5.0,7.0,1884.0,203.6,5.66
KIAA1549L,5.14,4.0,2.0,2.0,6.0,42.2,5.14,2.0,3.0,2.69,5.14,2.0,3.0,836.0,90.4,9.64
KIAA1598,20.18,1.0,1.0,7.0,15.0,127.06,16.45,6.0,7.0,8.76,20.18,7.0,8.0,456.0,52.6,5.43
KIAA1598,21.49,7.0,2.0,8.0,18.0,185.51,18.07,7.0,8.0,13.26,21.49,8.0,10.0,498.0,56.3,5.71
KIAA1715,11.83,5.0,2.0,2.0,6.0,105.66,11.83,2.0,3.0,7.32,11.83,2.0,3.0,279.0,30.8,9.07
KIAA1967,9.97,20.0,6.0,7.0,18.0,159.03,9.97,7.0,9.0,11.88,9.97,7.0,9.0,923.0,102.8,5.22
KIAA2013,2.52,2.0,1.0,1.0,1.0,,,,,0.0,2.52,1.0,1.0,634.0,69.1,8.19
KIDINS220,13.28,8.0,16.0,16.0,43.0,284.57,12.56,15.0,22.0,19.48,11.3,14.0,21.0,1672.0,185.4,6.77
KIF1A,0.59,3.0,1.0,1.0,1.0,25.93,0.59,1.0,1.0,,,,,1690.0,190.9,6.21
KIF21A,6.91,14.0,4.0,6.0,12.0,115.67,6.29,5.0,6.0,8.26,5.0,5.0,6.0,1621.0,180.6,6.33
KIF21B,11.06,9.0,10.0,12.0,31.0,244.54,10.68,11.0,16.0,13.95,11.06,12.0,15.0,1610.0,179.6,7.09
KIF2A,25.0,12.0,14.0,14.0,42.0,359.61,25.0,14.0,22.0,29.86,22.12,13.0,20.0,660.0,75.0,6.4
KIF3A,1.57,5.0,1.0,1.0,1.0,,,,,0.0,1.57,1.0,1.0,699.0,80.0,6.54
KIF5B,14.43,1.0,6.0,12.0,39.0,463.44,14.43,12.0,20.0,36.42,14.43,12.0,19.0,963.0,109.6,6.51
KIF5C,36.78,6.0,21.0,27.0,87.0,864.57,33.54,25.0,43.0,57.14,36.78,26.0,44.0,957.0,109.4,6.19
KLC1,27.69,29.0,7.0,13.0,41.0,271.66,23.32,12.0,20.0,17.45,27.69,13.0,21.0,549.0,62.5,5.85
KLC2,15.6,15.0,1.0,7.0,25.0,150.92,15.6,7.0,13.0,9.31,15.6,7.0,12.0,545.0,60.0,7.28
KMT2A,1.6,4.0,1.0,1.0,1.0,0.0,1.6,1.0,1.0,,,,,1439.0,155.4,10.36
KPNA6,4.36,5.0,1.0,1.0,1.0,,,,,1.63,4.36,1.0,1.0,321.0,35.4,5.43
KPNB1,9.47,5.0,6.0,6.0,21.0,299.69,9.47,6.0,11.0,19.26,9.47,6.0,10.0,876.0,97.1,4.78
KPRP,1.04,1.0,1.0,1.0,4.0,48.63,1.04,1.0,2.0,0.0,1.04,1.0,2.0,579.0,64.1,8.27
KRAS,36.17,7.0,5.0,5.0,10.0,94.18,36.17,5.0,5.0,7.26,36.17,5.0,5.0,188.0,21.4,8.12
KRT1,46.43,2.0,27.0,31.0,321.0,5031.37,46.43,30.0,162.0,328.85,46.43,31.0,159.0,644.0,66.0,8.12
KRT10,42.98,18.0,23.0,28.0,207.0,2590.56,42.98,28.0,104.0,197.85,42.98,28.0,103.0,584.0,58.8,5.21
KRT14,25.85,20.0,3.0,13.0,78.0,791.95,25.85,13.0,40.0,57.69,25.85,13.0,38.0,472.0,51.5,5.16
KRT16,39.96,21.0,11.0,18.0,104.0,1049.09,39.96,18.0,52.0,75.47,39.96,18.0,52.0,473.0,51.2,5.05
KRT17,21.06,21.0,3.0,10.0,40.0,455.28,21.06,10.0,20.0,28.51,21.06,10.0,20.0,432.0,48.1,5.02
KRT2,61.03,6.0,22.0,29.0,192.0,2684.81,61.03,29.0,99.0,180.63,50.86,27.0,93.0,639.0,65.4,8.0
KRT5,25.25,13.0,9.0,17.0,92.0,910.09,25.25,17.0,46.0,75.34,25.25,17.0,46.0,590.0,62.3,7.74
KRT6A,26.95,10.0,5.0,18.0,105.0,1117.86,26.95,18.0,53.0,96.06,26.95,18.0,52.0,564.0,60.0,8.0
KRT6B,23.76,8.0,1.0,14.0,99.0,1132.4,23.76,14.0,50.0,93.67,23.76,14.0,49.0,564.0,60.0,8.0
KRT73,8.66,12.0,2.0,4.0,27.0,246.33,8.66,4.0,14.0,16.06,8.66,4.0,13.0,381.0,42.0,8.25
KRT77,5.71,4.0,1.0,4.0,44.0,711.63,5.71,4.0,23.0,40.86,5.71,4.0,21.0,578.0,61.9,5.99
KRT9,55.7,2.0,23.0,24.0,159.0,1980.95,53.29,23.0,80.0,152.1,55.7,24.0,79.0,623.0,62.0,5.24
L1CAM,20.03,10.0,19.0,19.0,72.0,404.63,20.03,19.0,37.0,52.32,20.03,18.0,35.0,1248.0,138.8,6.21
LAMTOR1,16.46,5.0,1.0,1.0,6.0,76.19,16.46,1.0,3.0,6.31,16.46,1.0,3.0,79.0,8.7,5.39
LANCL2,3.78,1.0,1.0,1.0,2.0,38.34,3.78,1.0,1.0,1.67,3.78,1.0,1.0,450.0,50.8,7.43
LARP1,4.58,5.0,2.0,2.0,2.0,,,,,1.79,4.58,2.0,2.0,611.0,69.9,6.6
LARP4B,3.24,2.0,1.0,1.0,1.0,,,,,0.0,3.24,1.0,1.0,339.0,36.6,9.99
LDHA,11.75,14.0,3.0,4.0,14.0,184.05,11.75,4.0,7.0,7.78,11.75,4.0,7.0,332.0,36.7,8.27
LDHB,22.46,10.0,5.0,6.0,20.0,256.64,22.46,6.0,11.0,19.1,19.76,5.0,9.0,334.0,36.6,6.05
LEMD2,5.36,2.0,1.0,1.0,1.0,,,,,2.25,5.36,1.0,1.0,280.0,30.8,9.14
LGALS12,3.76,7.0,1.0,1.0,1.0,,,,,0.0,3.76,1.0,1.0,266.0,30.0,8.92
LGALS3,3.0,2.0,1.0,1.0,2.0,38.81,3.0,1.0,1.0,0.0,3.0,1.0,1.0,233.0,24.1,9.39
LGALS7,18.38,1.0,2.0,2.0,7.0,87.39,18.38,2.0,3.0,2.1,18.38,2.0,4.0,136.0,15.1,7.62
LGALS8,18.86,9.0,3.0,3.0,10.0,110.19,18.86,3.0,5.0,6.5,18.86,3.0,5.0,175.0,19.6,9.63
LIMA1,2.63,6.0,1.0,1.0,3.0,33.17,2.63,1.0,2.0,0.0,2.63,1.0,1.0,456.0,51.1,5.49
LIMCH1,3.93,18.0,3.0,3.0,5.0,78.44,2.81,2.0,2.0,5.33,3.93,3.0,3.0,890.0,100.7,6.29
LLGL1,2.44,1.0,2.0,2.0,4.0,34.17,2.44,2.0,2.0,2.09,2.44,2.0,2.0,1064.0,115.3,6.29
LMNA,3.67,7.0,1.0,2.0,12.0,75.72,3.67,2.0,5.0,0.0,3.67,2.0,7.0,572.0,65.1,6.84
LMNB1,44.37,5.0,22.0,26.0,112.0,741.39,44.37,26.0,57.0,67.95,43.0,25.0,55.0,586.0,66.4,5.16
LMNB2,26.67,5.0,13.0,17.0,55.0,297.6,26.67,17.0,26.0,23.19,26.67,17.0,29.0,600.0,67.6,5.35
LMTK3,7.12,1.0,6.0,6.0,17.0,98.47,6.71,5.0,8.0,6.17,7.12,6.0,9.0,1460.0,153.6,4.86
LONP1,1.21,4.0,1.0,1.0,1.0,0.0,1.21,1.0,1.0,,,,,829.0,93.2,6.49
LPCAT1,6.55,1.0,2.0,2.0,4.0,31.76,6.55,2.0,2.0,2.55,6.55,2.0,2.0,534.0,59.1,6.02
LPHN3,2.92,17.0,3.0,3.0,6.0,53.76,2.92,3.0,3.0,2.06,2.92,3.0,3.0,1231.0,138.0,7.01
LPL,3.58,1.0,1.0,1.0,2.0,32.3,3.58,1.0,1.0,0.0,3.58,1.0,1.0,475.0,53.1,8.15
LPPR1,6.46,1.0,1.0,1.0,2.0,65.15,6.46,1.0,1.0,0.0,6.46,1.0,1.0,325.0,35.8,7.33
LPPR3,10.17,4.0,5.0,5.0,11.0,127.48,8.77,4.0,5.0,6.47,10.17,5.0,6.0,718.0,76.0,5.97
LRCH1,1.29,3.0,1.0,1.0,1.0,,,,,0.0,1.29,1.0,1.0,696.0,77.2,5.88
LRCH2,3.74,2.0,2.0,2.0,4.0,19.51,3.74,2.0,2.0,1.88,3.74,2.0,2.0,748.0,82.8,6.77
LRP1,2.75,2.0,8.0,9.0,20.0,58.36,2.24,7.0,9.0,3.92,2.75,9.0,11.0,4544.0,504.3,5.39
LRPPRC,7.96,3.0,8.0,8.0,17.0,193.01,7.96,8.0,9.0,6.67,7.03,7.0,8.0,1394.0,157.8,6.13
LRRC28,5.13,1.0,1.0,1.0,1.0,,,,,0.0,5.13,1.0,1.0,312.0,35.5,8.38
LRRC40,1.66,1.0,1.0,1.0,2.0,40.27,1.66,1.0,1.0,0.0,1.66,1.0,1.0,602.0,68.2,6.43
LRRC47,3.95,1.0,2.0,2.0,4.0,41.6,3.95,2.0,2.0,2.02,3.95,2.0,2.0,583.0,63.4,8.28
LRRC7,4.5,3.0,4.0,4.0,10.0,41.86,4.5,4.0,5.0,2.08,4.5,4.0,5.0,1490.0,167.3,6.61
LRRFIP1,2.03,1.0,1.0,1.0,2.0,34.4,2.03,1.0,1.0,2.12,2.03,1.0,1.0,640.0,73.0,5.95
LRRFIP2,22.03,7.0,1.0,1.0,2.0,23.44,22.03,1.0,1.0,0.0,22.03,1.0,1.0,59.0,6.7,10.35
LSAMP,35.8,4.0,11.0,11.0,75.0,927.71,35.8,11.0,38.0,86.49,35.8,11.0,37.0,338.0,37.4,6.98
LSM14A,3.32,3.0,1.0,1.0,3.0,32.3,3.32,1.0,2.0,0.0,3.32,1.0,1.0,422.0,46.4,9.54
LSM14B,10.88,4.0,1.0,1.0,1.0,,,,,0.0,10.88,1.0,1.0,239.0,26.0,9.7
LY6H,17.14,2.0,2.0,2.0,12.0,175.13,17.14,2.0,6.0,12.45,17.14,2.0,6.0,140.0,14.7,7.25
LYN,9.98,115.0,2.0,5.0,18.0,65.94,9.98,5.0,10.0,0.0,7.74,4.0,8.0,491.0,56.0,6.49
LYZ,11.54,2.0,1.0,1.0,2.0,27.69,11.54,1.0,1.0,0.0,11.54,1.0,1.0,104.0,11.5,9.07
LZTS1,4.89,5.0,3.0,3.0,4.0,84.04,2.09,1.0,1.0,4.06,4.89,3.0,3.0,573.0,63.8,7.18
MACF1,16.99,20.0,94.0,97.0,289.0,2110.13,15.96,92.0,144.0,198.24,16.14,92.0,145.0,7592.0,860.5,5.38
MADD,1.56,8.0,1.0,1.0,2.0,19.65,1.56,1.0,1.0,0.0,1.56,1.0,1.0,1479.0,163.9,6.32
MAGI2,3.12,5.0,3.0,3.0,6.0,67.15,3.12,3.0,3.0,5.76,3.12,3.0,3.0,1441.0,157.1,6.35
MAL2,6.25,1.0,1.0,1.0,4.0,32.09,6.25,1.0,2.0,0.0,6.25,1.0,2.0,176.0,19.1,6.24
MAN1B1,11.54,4.0,1.0,1.0,1.0,29.64,11.54,1.0,1.0,,,,,182.0,20.9,9.36
MAP1A,4.89,4.0,7.0,9.0,42.0,314.89,4.89,9.0,20.0,34.64,4.89,9.0,22.0,2803.0,305.3,4.92
MAP1B,56.36,5.0,110.0,112.0,1064.0,13015.98,54.25,108.0,529.0,1245.72,56.32,109.0,535.0,2468.0,270.5,4.81
MAP1LC3A,15.7,2.0,2.0,3.0,9.0,36.5,15.7,3.0,5.0,2.59,15.7,3.0,4.0,121.0,14.3,8.68
MAP1LC3B,34.67,4.0,3.0,4.0,14.0,32.79,34.67,3.0,8.0,2.8,34.67,4.0,6.0,75.0,9.0,9.82
MAP1S,12.97,6.0,9.0,9.0,25.0,216.74,11.13,8.0,12.0,14.9,12.97,9.0,13.0,1033.0,109.7,7.65
MAP2,35.11,7.0,44.0,44.0,177.0,1259.11,34.5,42.0,88.0,109.75,34.17,43.0,89.0,1823.0,199.0,4.91
MAP4,9.96,12.0,4.0,8.0,28.0,197.99,9.96,8.0,14.0,17.74,9.96,8.0,14.0,1135.0,119.9,6.23
MAP4,10.99,4.0,3.0,7.0,24.0,236.24,10.99,7.0,12.0,18.03,10.99,7.0,12.0,828.0,88.2,9.22
MAP4K4,11.59,21.0,5.0,12.0,37.0,194.7,11.59,12.0,19.0,14.87,10.39,11.0,18.0,1242.0,141.8,7.66
MAP6,32.8,2.0,9.0,9.0,29.0,234.0,32.8,9.0,14.0,21.9,32.8,9.0,15.0,439.0,47.3,9.73
MAP7D1,11.83,5.0,6.0,6.0,16.0,143.56,11.83,6.0,8.0,11.18,11.83,6.0,8.0,803.0,88.7,10.05
MAPK1,5.06,10.0,1.0,1.0,2.0,0.0,5.06,1.0,1.0,0.0,5.06,1.0,1.0,316.0,36.4,6.52
MAPK8IP3,2.48,3.0,2.0,2.0,6.0,33.89,2.48,2.0,3.0,6.72,2.48,2.0,3.0,1330.0,146.6,5.43
MAPRE1,26.49,1.0,4.0,4.0,16.0,146.41,26.49,4.0,8.0,11.99,26.49,4.0,8.0,268.0,30.0,5.14
MAPRE2,17.52,7.0,4.0,4.0,11.0,45.86,16.79,3.0,5.0,7.72,17.52,4.0,6.0,274.0,30.7,5.81
MAPRE3,5.5,3.0,2.0,2.0,5.0,42.07,5.05,1.0,2.0,2.37,5.5,2.0,3.0,218.0,24.6,8.95
MAPT,40.34,11.0,11.0,11.0,60.0,276.74,40.34,11.0,30.0,52.05,40.34,11.0,30.0,352.0,36.7,9.38
MARCKS,27.41,1.0,5.0,5.0,16.0,237.21,27.41,5.0,8.0,13.83,27.41,5.0,8.0,332.0,31.5,4.45
MARCKSL1,52.82,1.0,5.0,5.0,20.0,405.22,52.82,5.0,11.0,21.41,49.23,4.0,9.0,195.0,19.5,4.67
MARK1,17.41,5.0,6.0,8.0,16.0,90.32,17.41,8.0,10.0,9.03,8.97,4.0,6.0,758.0,84.9,9.52
MARK2,1.31,18.0,1.0,1.0,1.0,,,,,0.0,1.31,1.0,1.0,686.0,77.0,9.7
MARK3,6.07,12.0,1.0,3.0,7.0,79.23,6.07,3.0,4.0,6.86,4.7,2.0,3.0,659.0,74.1,9.85
MARS,12.88,5.0,1.0,3.0,6.0,44.18,7.73,2.0,3.0,0.0,10.3,2.0,3.0,233.0,26.7,4.83
MAT2A,5.02,2.0,1.0,1.0,1.0,,,,,0.0,5.02,1.0,1.0,299.0,32.9,7.25
MATR3,26.68,19.0,17.0,17.0,111.0,666.6,26.68,17.0,55.0,62.72,26.68,17.0,56.0,847.0,94.6,6.25
MDGA1,5.13,3.0,3.0,3.0,8.0,103.34,5.13,3.0,4.0,7.14,5.13,3.0,4.0,955.0,105.7,8.34
MDH1,17.96,7.0,3.0,3.0,6.0,62.68,17.96,3.0,3.0,1.9,17.96,3.0,3.0,245.0,27.0,9.11
MDH2,45.27,3.0,11.0,11.0,35.0,218.73,42.6,9.0,16.0,25.12,45.27,11.0,19.0,338.0,35.5,8.68
MECP2,5.76,2.0,2.0,2.0,6.0,32.03,5.76,2.0,3.0,2.03,5.76,2.0,3.0,486.0,52.4,9.95
MED25,3.37,6.0,1.0,1.0,1.0,,,,,2.07,3.37,1.0,1.0,534.0,55.4,9.35
MEX3A,2.69,1.0,1.0,1.0,2.0,78.61,2.69,1.0,1.0,2.36,2.69,1.0,1.0,520.0,54.1,7.27
MGEA5,2.55,2.0,1.0,1.0,2.0,,,,,0.0,2.55,1.0,2.0,863.0,96.9,5.02
MGST3,18.6,3.0,1.0,1.0,2.0,21.61,18.6,1.0,1.0,0.0,18.6,1.0,1.0,129.0,14.4,9.7
MICAL3,6.04,8.0,9.0,9.0,25.0,220.91,5.09,8.0,13.0,12.5,5.64,8.0,12.0,2002.0,224.2,5.55
MIPEP,2.95,1.0,1.0,1.0,1.0,,,,,2.91,2.95,1.0,1.0,713.0,80.6,7.05
MLLT4,11.85,14.0,13.0,13.0,32.0,305.94,10.86,12.0,15.0,20.08,11.85,13.0,17.0,1612.0,181.9,6.52
MNT,1.89,1.0,1.0,1.0,1.0,,,,,0.0,1.89,1.0,1.0,582.0,62.3,8.78
MOB4,19.05,4.0,2.0,2.0,3.0,22.37,11.9,1.0,1.0,0.0,19.05,2.0,2.0,126.0,14.6,7.43
MOXD1,10.28,2.0,4.0,4.0,9.0,76.85,8.07,3.0,4.0,5.17,10.28,4.0,5.0,545.0,62.7,6.07
MPRIP,7.36,7.0,10.0,10.0,23.0,114.78,6.8,9.0,11.0,7.6,6.74,9.0,12.0,1794.0,203.4,5.22
MRPL37,6.16,2.0,1.0,1.0,1.0,,,,,0.0,6.16,1.0,1.0,292.0,32.5,9.36
MRPS27,3.68,4.0,1.0,1.0,4.0,47.77,3.68,1.0,2.0,2.05,3.68,1.0,2.0,299.0,34.4,5.58
MT-CO2,7.49,1.0,2.0,2.0,8.0,87.85,7.49,2.0,4.0,4.55,7.49,2.0,4.0,227.0,25.5,4.82
MT-ND5,3.32,1.0,1.0,1.0,1.0,,,,,0.0,3.32,1.0,1.0,603.0,67.0,9.03
MTA2,1.5,1.0,1.0,1.0,4.0,32.13,1.5,1.0,2.0,2.31,1.5,1.0,2.0,668.0,75.0,9.66
MTCH2,21.78,3.0,5.0,5.0,13.0,66.71,21.78,5.0,7.0,2.11,16.83,4.0,6.0,303.0,33.3,7.97
MTMR1,1.93,7.0,1.0,1.0,2.0,27.21,1.93,1.0,1.0,0.0,1.93,1.0,1.0,363.0,39.8,7.64
MVB12A,9.44,4.0,1.0,1.0,1.0,,,,,0.0,9.44,1.0,1.0,233.0,24.5,8.31
MVB12B,5.37,5.0,1.0,1.0,2.0,25.47,5.37,1.0,1.0,1.65,5.37,1.0,1.0,205.0,22.6,5.69
MYCBP2,0.56,4.0,2.0,2.0,3.0,53.94,0.56,2.0,2.0,1.75,0.3,1.0,1.0,4637.0,509.4,7.03
MYEF2,9.9,5.0,4.0,4.0,10.0,64.08,9.9,4.0,5.0,4.19,9.9,4.0,5.0,576.0,61.9,8.62
MYH10,34.41,6.0,48.0,60.0,236.0,1823.61,33.4,58.0,117.0,138.39,32.39,56.0,119.0,1976.0,228.9,5.54
MYH11,4.9,4.0,1.0,9.0,26.0,247.69,4.9,9.0,13.0,10.23,4.9,9.0,13.0,1938.0,223.4,5.53
MYH9,11.28,2.0,9.0,18.0,69.0,495.77,10.77,17.0,34.0,39.87,11.28,18.0,35.0,1960.0,226.4,5.6
MYL12A,5.85,3.0,1.0,1.0,6.0,70.31,5.85,1.0,3.0,4.28,5.85,1.0,3.0,171.0,19.8,4.81
MYL6,30.77,13.0,3.0,3.0,13.0,120.86,20.77,2.0,7.0,8.33,30.77,3.0,6.0,130.0,14.4,4.51
MYO18A,12.54,7.0,19.0,19.0,47.0,341.91,11.89,18.0,24.0,21.17,12.54,19.0,23.0,2002.0,226.5,6.2
MYO1B,17.19,5.0,2.0,2.0,3.0,37.81,11.98,1.0,1.0,2.62,17.19,2.0,2.0,192.0,21.8,8.46
MYO1F,19.4,1.0,1.0,1.0,1.0,,,,,0.0,19.4,1.0,1.0,134.0,15.0,5.85
MYO3A,0.56,1.0,1.0,1.0,2.0,41.97,0.56,1.0,2.0,,,,,1616.0,186.1,8.91
MYO5A,24.12,16.0,35.0,40.0,150.0,1020.74,24.12,40.0,74.0,85.22,23.63,39.0,76.0,1828.0,212.1,8.6
