Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
147,BSN,"['dendrite', 'presynapse to nucleus signaling pathway', 'Schaffer collateral - CA1 synapse', 'GABA-ergic synapse', 'synapse assembly', 'nucleus', 'structural constituent of presynaptic active zone', 'cell surface', 'glutamatergic synapse', 'cell junction', 'synaptic vesicle membrane', 'excitatory synapse', 'chemical synaptic transmission', 'postsynaptic density', 'axon', 'cytoskeleton of presynaptic active zone', 'maintenance of presynaptic active zone structure', 'metal ion binding', 'protein localization to synapse', 'regulation of synaptic vesicle cycle', 'neuron projection terminus']",1,1,3,1,0
148,YWHAZ,"['nucleoplasm', 'blood microparticle', 'mitochondrion', 'cadherin binding', 'establishment of Golgi localization', 'focal adhesion', 'platelet activation', 'cytosol', 'glutamatergic synapse', 'protein domain specific binding', 'melanosome', 'regulation of synapse maturation', 'ion channel binding', 'transcription factor binding', 'Golgi reassembly', 'cytokine-mediated signaling pathway', 'extracellular exosome', 'protein kinase binding', 'negative regulation of apoptotic process', 'positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway', 'regulation of mRNA stability', 'ubiquitin protein ligase binding', 'RNA binding', 'identical protein binding']",1,1,2,3,0
149,PCLO,"['maintenance of presynaptic active zone structure', 'cytoskeleton organization', 'regulation of exocytosis', 'calcium-dependent phospholipid binding', 'cAMP-mediated signaling', 'protein localization to synapse', 'structural constituent of presynaptic active zone', 'extracellular exosome', 'postsynaptic density', 'presynapse to nucleus signaling pathway', 'cytoskeleton of presynaptic active zone', 'synapse assembly', 'insulin secretion', 'calcium ion binding', 'profilin binding', 'synaptic vesicle clustering', 'synaptic vesicle exocytosis', 'cell junction']",2,1,4,1,0
150,RAB21,"['synapse', 'axon cytoplasm', 'Golgi cisterna membrane', 'GTP binding', 'cleavage furrow', 'trans-Golgi network', 'focal adhesion', 'intracellular protein transport', 'regulation of axon extension', 'cytoplasmic side of plasma membrane', 'GDP binding', 'cytosol', 'positive regulation of early endosome to late endosome transport', 'regulation of exocytosis', 'anterograde axonal transport', 'GTPase activity', 'endoplasmic reticulum membrane', 'positive regulation of dendrite morphogenesis', 'positive regulation of receptor-mediated endocytosis', 'protein binding', 'Rab protein signal transduction', 'extracellular exosome', 'cytoplasmic side of early endosome membrane', 'cytoplasmic vesicle membrane']",2,1,1,1,1
151,DBNL,"['dendrite', 'Rac protein signal transduction', 'plasma membrane', 'neutrophil degranulation', 'cell cortex', 'synapse assembly', 'cadherin binding', 'lamellipodium', 'ruffle', 'ruffle assembly', 'cytosol', 'actin filament binding', 'adaptive immune response', 'protein C-terminus binding', 'receptor-mediated endocytosis', 'cell junction', 'early endosome', 'enzyme activator activity', 'secretory granule lumen', 'neuron projection morphogenesis', 'Golgi membrane', 'tertiary granule lumen', 'postsynaptic density', 'podosome assembly', 'extracellular exosome', 'podosome', 'clathrin-coated vesicle membrane', 'ficolin-1-rich granule lumen', 'protein domain specific binding', 'activation of JUN kinase activity']",3,0,2,1,1
152,TUBA1A,"['nucleus', 'GTPase activity', 'neuromuscular junction', 'recycling endosome', 'myelin sheath', 'structural constituent of cytoskeleton', 'regulation of synapse organization', 'extracellular exosome', 'cytosol', 'regulation of G2/M transition of mitotic cell cycle', 'GTP binding', 'cytoskeleton-dependent intracellular transport', 'cytoplasmic ribonucleoprotein granule', 'membrane raft', 'protein domain specific binding', 'cell division', 'ciliary basal body-plasma membrane docking', 'microtubule cytoskeleton organization', 'cytoplasmic microtubule']",0,1,4,2,0
153,ATP2B2,"['presynapse', 'PDZ domain binding', 'calcium-transporting ATPase activity involved in regulation of postsynaptic cytosolic calcium ion concentration', 'regulation of postsynaptic cytosolic calcium ion concentration', 'regulation of presynaptic cytosolic calcium ion concentration', 'GABA-ergic synapse', 'calcium ion transmembrane transport', 'calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration', 'regulation of cardiac conduction', 'postsynaptic density membrane', 'cytoplasm', 'glutamatergic synapse', 'cell junction', 'neuron differentiation', 'sensory perception of sound', 'ATP binding', 'integral component of plasma membrane', 'extracellular exosome', 'metal ion binding', 'calmodulin binding', 'ATP hydrolysis coupled cation transmembrane transport']",1,1,1,1,0
154,PLCB1,"['lipid catabolic process', 'positive regulation of embryonic development', 'interleukin-12-mediated signaling pathway', 'positive regulation of GTPase activity', 'memory', 'enzyme binding', 'Wnt signaling pathway, calcium modulating pathway', 'positive regulation of JNK cascade', 'fat cell differentiation', 'GABA-ergic synapse', 'positive regulation of developmental growth', 'nuclear membrane', 'postsynapse', 'negative regulation of transcription, DNA-templated', 'positive regulation of acrosome reaction', 'positive regulation of CD24 biosynthetic process', 'phosphatidylinositol-mediated signaling', 'regulation of G protein-coupled receptor signaling pathway', 'positive regulation of interleukin-12 production', 'phosphatidylinositol metabolic process', 'cytosol', 'glutamatergic synapse', 'positive regulation of myoblast differentiation', 'glutamate receptor signaling pathway', 'cerebral cortex development', 'G protein-coupled acetylcholine receptor signaling pathway', 'regulation of retrograde trans-synaptic signaling by endocanabinoid', 'release of sequestered calcium ion into cytosol', 'nuclear speck', 'insulin-like growth factor receptor signaling pathway', 'lamin binding', 'protein homodimerization activity', 'GTPase activator activity', 'calcium ion binding', 'positive regulation of transcription, DNA-templated', 'interleukin-15-mediated signaling pathway', 'activation of meiosis involved in egg activation', 'extracellular exosome', 'G2/M transition of mitotic cell cycle', 'inositol trisphosphate biosynthetic process', 'interleukin-1-mediated signaling pathway', 'negative regulation of monocyte extravasation', 'phosphatidylinositol-4,5-bisphosphate binding', 'positive regulation of G1/S transition of mitotic cell cycle', 'nuclear chromatin', 'calmodulin binding', 'postsynaptic modulation of chemical synaptic transmission', 'phosphatidylinositol phospholipase C activity']",2,0,0,5,2
155,PRKCG,"['regulation of circadian rhythm', 'dendrite', 'calcium-dependent protein kinase C activity', 'cell-cell junction', 'negative regulation of protein ubiquitination', 'intracellular signal transduction', 'calyx of Held', 'innervation', 'synaptic membrane', 'response to morphine', 'postsynaptic cytosol', 'negative regulation of proteasomal protein catabolic process', 'perinuclear region of cytoplasm', 'nucleus', 'platelet activation', 'zinc ion binding', 'response to psychosocial stress', 'presynaptic modulation of chemical synaptic transmission', 'negative regulation of neuron apoptotic process', 'peptidyl-serine phosphorylation', 'chemosensory behavior', 'postsynaptic density', 'ATP binding', 'regulation of response to food', 'positive regulation of mismatch repair', 'response to pain', 'learning or memory', 'protein serine/threonine/tyrosine kinase activity', 'regulation of synaptic vesicle exocytosis', 'regulation of phagocytosis', 'protein autophosphorylation', 'presynaptic cytosol']",5,0,1,3,0
156,NRXN1,"['integral component of presynaptic active zone membrane', 'regulation of presynapse assembly', 'endoplasmic reticulum', 'synaptic membrane adhesion', 'Schaffer collateral - CA1 synapse', 'GABA-ergic synapse', 'signaling receptor activity', 'nuclear membrane', 'neuromuscular process controlling balance', 'prepulse inhibition', 'neuroligin clustering involved in postsynaptic membrane assembly', 'positive regulation of excitatory postsynaptic potential', 'social behavior', 'neurotransmitter secretion', 'nucleolus', 'neuroligin family protein binding', 'neuron cell-cell adhesion', 'cell surface', 'glutamatergic synapse', 'postsynaptic density protein 95 clustering', 'vesicle', 'regulation of postsynaptic density assembly', 'cell junction', 'adult behavior', 'trans-synaptic signaling by endocannabinoid', 'calcium ion binding', 'cell adhesion molecule binding', 'axon guidance', 'protein-containing complex', 'regulation of grooming behavior', 'acetylcholine receptor binding', 'calcium channel regulator activity', 'gephyrin clustering involved in postsynaptic density assembly', 'vocal learning', 'positive regulation of synapse assembly', 'neuronal cell body', 'positive regulation of synapse maturation', 'regulation of synaptic vesicle cycle', 'positive regulation of synaptic transmission, glutamatergic', 'vocalization behavior']",3,0,3,2,0
157,ERC2,"['growth cone', 'presynaptic membrane', 'maintenance of presynaptic active zone structure', 'presynaptic active zone cytoplasmic component', 'structural constituent of presynaptic active zone', 'cytoskeleton', 'synaptic vesicle priming', 'protein binding', 'glutamatergic synapse', 'GABA-ergic synapse', 'cell junction']",0,0,2,1,1
158,PDE2A,"['adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway', 'endoplasmic reticulum', 'positive regulation of inflammatory response', 'cellular response to mechanical stimulus', 'negative regulation of cAMP-mediated signaling', 'mitochondrial outer membrane', 'cellular response to transforming growth factor beta stimulus', 'negative regulation of transcription by RNA polymerase II', 'positive regulation of vascular permeability', ""3',5'-cyclic-AMP phosphodiesterase activity"", 'cellular response to drug', 'calcium ion transmembrane transport', 'perinuclear region of cytoplasm', 'nucleus', 'zinc ion binding', 'regulation of mitochondrion organization', 'cGMP binding', 'TPR domain binding', 'heart valve development', 'positive regulation of gene expression', 'cytosol', 'establishment of endothelial barrier', 'drug binding', 'negative regulation of cGMP-mediated signaling', 'Golgi apparatus', 'presynaptic membrane', 'mitochondrial inner membrane', 'cGMP-stimulated cyclic-nucleotide phosphodiesterase activity', 'aorta development', 'protein homodimerization activity', 'calcium channel activity', 'negative regulation of vascular permeability', 'cellular response to 2,3,7,8-tetrachlorodibenzodioxine', 'magnesium ion binding', 'mitochondrial matrix', 'cellular response to cAMP', 'cAMP binding', ""3',5'-cyclic-GMP phosphodiesterase activity"", 'cellular response to cGMP', 'phosphate ion binding', 'cellular response to macrophage colony-stimulating factor stimulus', 'cGMP catabolic process', 'ventricular septum development']",3,1,1,4,2
159,HRAS,"['animal organ morphogenesis', 'positive regulation of interferon-gamma production', 'positive regulation of GTPase activity', 'cellular senescence', 'plasma membrane', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of JNK cascade', 'ephrin receptor signaling pathway', 'GTP binding', 'regulation of long-term neuronal synaptic plasticity', 'defense response to protozoan', 'positive regulation of miRNA metabolic process', 'perinuclear region of cytoplasm', 'nucleus', 'T-helper 1 type immune response', 'positive regulation of ruffle assembly', 'GDP binding', 'protein heterooligomerization', 'glutamatergic synapse', 'positive regulation of DNA replication', 'protein C-terminus binding', 'positive regulation of ERK1 and ERK2 cascade', 'chemotaxis', 'cell cycle arrest', 'positive regulation of phospholipase C activity', 'GTPase activity', 'response to isolation stress', 'negative regulation of neuron apoptotic process', 'intrinsic apoptotic signaling pathway', 'T cell receptor signaling pathway', 'positive regulation of MAP kinase activity', 'Golgi membrane', 'positive regulation of protein targeting to membrane', 'negative regulation of gene expression', 'positive regulation of Ras protein signal transduction', 'positive regulation of wound healing', 'cellular response to gamma radiation', 'positive regulation of cell migration', 'negative regulation of cell population proliferation', 'stimulatory C-type lectin receptor signaling pathway', 'endocytosis', 'positive regulation of actin cytoskeleton reorganization', 'mitotic cell cycle checkpoint', 'regulation of neurotransmitter receptor localization to postsynaptic specialization membrane', 'positive regulation of epithelial cell proliferation', 'negative regulation of GTPase activity']",4,1,3,4,1
160,GAP43,"['protein kinase C-activating G protein-coupled receptor signaling pathway', 'growth cone membrane', 'regulation of growth', 'lysophosphatidic acid binding', 'axon regeneration', 'filopodium membrane', 'tissue regeneration', 'cell fate commitment', 'phosphatidylserine binding', 'postsynaptic density', 'phosphatidylinositol phosphate binding', 'cytoplasm', 'GABA-ergic synapse', 'axon choice point recognition', 'glial cell differentiation', 'calmodulin binding', 'regulation of postsynaptic specialization assembly', 'cell junction', 'regulation of filopodium assembly']",1,0,2,1,2
161,CNTNAP1,"['neuromuscular process controlling balance', 'paranodal junction', 'neuron projection morphogenesis', 'cytoskeleton organization', 'central nervous system myelination', 'protein localization to juxtaparanode region of axon', 'presynaptic active zone membrane', 'neuromuscular process controlling posture', 'voltage-gated potassium channel complex', 'cell adhesion', 'positive regulation of signal transduction', 'myelination in peripheral nervous system', 'neuronal action potential propagation', 'SH3 domain binding', 'paranodal junction assembly', 'protein localization to paranode region of axon', 'signaling receptor activity', 'paranode region of axon', 'SH3/SH2 adaptor activity']",2,1,5,2,1
162,SYT2,"['plasma membrane', 'synaptic vesicle endocytosis', 'inositol 1,3,4,5 tetrakisphosphate binding', 'calcium-dependent phospholipid binding', 'chromaffin granule membrane', 'cell junction', 'regulation of calcium ion-dependent exocytosis', 'regulation of dopamine secretion', 'synaptic vesicle membrane', 'calcium ion-regulated exocytosis of neurotransmitter', 'clathrin binding', 'axon', 'cellular response to calcium ion', 'calcium ion binding', 'membrane organization', 'syntaxin binding', 'clathrin-coated vesicle membrane', 'phosphatidylserine binding', 'integral component of membrane', 'positive regulation of dendrite extension', 'dense core granule']",3,0,2,1,0
163,HSPA8,"['dendrite', 'nucleoplasm', 'plasma membrane', 'chaperone complex', 'lumenal side of lysosomal membrane', 'viral process', 'neutrophil degranulation', 'blood microparticle', 'Prp19 complex', 'cellular response to starvation', 'postsynaptic cytosol', 'regulation of protein import', 'cadherin binding', 'protein refolding', 'chaperone binding', 'focal adhesion', 'chaperone-mediated protein transport involved in chaperone-mediated autophagy', 'mRNA splicing, via spliceosome', 'protein folding chaperone', 'ubiquitin ligase complex', 'negative regulation of transcription, DNA-templated', 'ATP metabolic process', 'regulation of protein complex stability', 'late endosomal microautophagy', 'G protein-coupled receptor binding', 'spliceosomal complex', 'neurotransmitter secretion', 'nucleolus', 'heat shock protein binding', 'misfolded protein binding', 'unfolded protein binding', 'negative regulation of supramolecular fiber organization', 'melanosome', 'clathrin-uncoating ATPase activity', 'protein binding, bridging', 'secretory granule lumen', 'clathrin coat disassembly', 'protein targeting to lysosome involved in chaperone-mediated autophagy', 'ATP binding', 'C3HC4-type RING finger domain binding', 'MHC class II protein complex binding', 'cytokine-mediated signaling pathway', 'autophagosome', 'chaperone-mediated autophagy translocation complex disassembly', 'membrane organization', 'extracellular exosome', 'regulation of protein stability', 'regulation of mRNA stability', 'chaperone cofactor-dependent protein refolding', 'lysosomal lumen', 'ubiquitin protein ligase binding', 'RNA binding', 'regulation of cellular response to heat', 'ficolin-1-rich granule lumen', 'terminal bouton', 'clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane', 'slow axonal transport', 'cellular response to unfolded protein', 'presynaptic cytosol', 'regulation of protein complex assembly']",3,1,3,3,0
164,PPFIA4,"['glutamate secretion', 'neurotransmitter secretion', 'cytosol', 'protein binding', 'cell surface', 'presynaptic active zone']",1,0,0,1,0
165,PPP2R1A,"['dendrite', 'protein phosphatase regulator activity', 'protein antigen binding', 'protein serine/threonine phosphatase activity', 'meiotic sister chromatid cohesion, centromeric', 'peptidyl-serine dephosphorylation', 'mitochondrion', 'chromosome, centromeric region', 'regulation of G2/M transition of mitotic cell cycle', 'ciliary basal body-plasma membrane docking', 'regulation of Wnt signaling pathway', 'mitotic sister chromatid separation', 'negative regulation of cell growth', 'nucleus', 'female meiotic nuclear division', 'microtubule cytoskeleton', 'positive regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'cytosol', 'glutamatergic synapse', 'inactivation of MAPK activity', 'response to organic substance', 'regulation of phosphoprotein phosphatase activity', 'ceramide metabolic process', 'protein-containing complex assembly', 'regulation of DNA replication', 'second-messenger-mediated signaling', 'regulation of cell adhesion', 'extracellular exosome', 'regulation of meiotic cell cycle process involved in oocyte maturation', 'mitotic nuclear envelope reassembly', 'protein phosphatase type 2A complex', 'protein heterodimerization activity', 'nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'regulation of transcription, DNA-templated', 'negative regulation of tyrosine phosphorylation of STAT protein', 'RNA splicing', 'lateral plasma membrane', 'meiotic spindle elongation']",3,0,5,5,1
166,CTBP1,"['viral genome replication', 'nucleoplasm', 'chromatin silencing', 'DNA-binding transcription factor activity', 'protein phosphorylation', 'negative regulation of transcription by RNA polymerase II', 'GABA-ergic synapse', 'transcription corepressor activity', 'glutamatergic synapse', 'oxidation-reduction process', 'protein C-terminus binding', 'white fat cell differentiation', 'transcription factor complex', 'transcriptional repressor complex', 'repressing transcription factor binding', 'presynaptic active zone cytoplasmic component', 'regulation of cell cycle', 'oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor', 'negative regulation of histone H4 acetylation', 'NAD binding', 'negative regulation of cell population proliferation', 'protein domain specific binding', 'positive regulation of histone deacetylation']",1,0,0,2,0
167,RIMS1,"['regulation of catalytic activity', 'membrane fusion', 'intracellular protein transport', 'positive regulation of excitatory postsynaptic potential', 'positive regulation of gene expression', 'cytosol', 'cell junction', 'presynaptic membrane', 'GTPase regulator activity', 'ion channel binding', 'Rab GTPase binding', 'calcium ion-regulated exocytosis of neurotransmitter', 'protein-containing complex assembly', 'regulation of synaptic plasticity', 'cytoskeleton of presynaptic active zone', 'metal ion binding', 'regulation of synaptic vesicle exocytosis', 'positive regulation of inhibitory postsynaptic potential', 'glutamate secretion', 'RNA binding', 'visual perception', 'positive regulation of dendrite extension', 'acrosomal vesicle exocytosis']",2,1,3,1,0
168,VPS45,"['intracellular protein transport', 'synaptic vesicle', 'endosome membrane', 'Golgi membrane', 'protein binding', 'integral component of membrane', 'vesicle docking involved in exocytosis', 'blood coagulation']",0,1,0,1,0
169,CSPG5,"['regulation of signaling receptor activity', 'endoplasmic reticulum membrane', 'extracellular region', 'nervous system development', 'Golgi-associated vesicle membrane', 'regulation of growth', 'cell differentiation', 'Golgi membrane', 'chondroitin sulfate catabolic process', 'dermatan sulfate biosynthetic process', 'chondroitin sulfate biosynthetic process', 'lysosomal lumen', 'Golgi lumen', 'growth factor activity', 'regulation of synaptic vesicle exocytosis', 'cell surface', 'glutamatergic synapse', 'GABA-ergic synapse', 'integral component of postsynaptic membrane', 'trans-synaptic signaling, modulating synaptic transmission']",1,0,0,2,2
170,CANX,"['integral component of presynaptic active zone membrane', 'mitochondria-associated endoplasmic reticulum membrane', 'synaptic vesicle endocytosis', 'aging', 'integral component of lumenal side of endoplasmic reticulum membrane', 'endoplasmic reticulum quality control compartment', 'apolipoprotein binding', 'ribosome', 'interleukin-35-mediated signaling pathway', 'glutamatergic synapse', 'endoplasmic reticulum lumen', 'ionotropic glutamate receptor binding', 'protein folding in endoplasmic reticulum', 'unfolded protein binding', 'interleukin-27-mediated signaling pathway', 'melanosome', 'antigen processing and presentation of exogenous peptide antigen via MHC class II', 'dendrite cytoplasm', 'protein secretion', 'axon', 'smooth endoplasmic reticulum', 'dendritic spine', 'calcium ion binding', 'extracellular exosome', 'rough endoplasmic reticulum', 'integral component of postsynaptic membrane', 'carbohydrate binding', 'clathrin-dependent endocytosis', 'antigen processing and presentation of peptide antigen via MHC class I', 'RNA binding', 'neuronal cell body']",2,0,0,3,0
171,GABBR1,"['presynaptic membrane', 'extracellular region', 'dendrite', 'adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway', 'G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential', 'postsynaptic membrane', 'G protein-coupled receptor heterodimeric complex', 'Schaffer collateral - CA1 synapse', 'G protein-coupled GABA receptor activity', 'protein binding', 'gamma-aminobutyric acid signaling pathway', 'cytoplasm', 'GABA-ergic synapse', 'regulation of postsynaptic membrane potential', 'cell junction']",2,0,1,1,0
172,KCTD16,"['presynaptic membrane', 'protein homooligomerization', 'postsynaptic membrane', 'regulation of G protein-coupled receptor signaling pathway', 'protein binding', 'receptor complex', 'cell junction']",1,0,1,1,0
173,PPP3CC,"['brain development', 'positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway', 'calcineurin-NFAT signaling cascade', 'metal ion binding', 'positive regulation of synaptic vesicle endocytosis', 'calmodulin-dependent protein phosphatase activity', 'calcineurin complex', 'mitochondrion', 'glutamatergic synapse', 'calmodulin binding', 'presynaptic cytosol', 'protein dephosphorylation']",2,0,0,2,1
174,NAPG,"['intracellular protein transport', 'synapse', 'SNARE complex', 'intra-Golgi vesicle-mediated transport', 'protein-containing complex assembly', 'mitochondrion', 'protein stabilization', 'membrane fusion', 'lysosomal membrane', 'soluble NSF attachment protein activity', 'syntaxin binding', 'extracellular exosome']",0,1,1,2,0
175,MPP2,"['protein homooligomerization', 'dendritic shaft', 'dendritic spine membrane', 'excitatory postsynaptic potential', 'postsynaptic density', 'cytoskeleton', 'protein binding', 'cytoplasm', 'dendritic spine', 'long-term synaptic potentiation']",0,0,1,1,0
176,SLC1A2,"['visual behavior', 'protein homotrimerization', 'telencephalon development', 'positive regulation of glucose import', 'high-affinity glutamate transmembrane transporter activity', 'multicellular organism growth', 'integral component of presynaptic membrane', 'response to amino acid', 'L-glutamate import across plasma membrane', 'cell surface', 'glutamatergic synapse', 'chemical synaptic transmission', 'adult behavior', 'protein binding', 'response to wounding', 'multicellular organism aging', 'axolemma', 'neurotransmitter reuptake', 'cellular response to extracellular stimulus', 'metal ion binding', 'glutamate secretion', 'D-aspartate import across plasma membrane']",2,1,1,1,2
177,STX4,"['SNARE complex assembly', 'synaptic vesicle', 'positive regulation of protein localization to plasma membrane', 'positive regulation of immunoglobulin secretion', 'positive regulation of eosinophil degranulation', 'storage vacuole', 'myelin sheath adaxonal region', 'trans-Golgi network', 'perinuclear region of cytoplasm', 'lamellipodium', 'sphingomyelin phosphodiesterase activator activity', 'intracellular protein transport', 'synaptic vesicle fusion to presynaptic active zone membrane', 'presynaptic active zone membrane', 'SNARE complex', 'specific granule', 'cytosol', 'cell surface', 'glutamatergic synapse', 'lateral loop', 'long-term synaptic potentiation', 'positive regulation of protein localization to cell surface', 'vesicle docking', 'SNARE binding', 'cellular response to interferon-gamma', 'post-Golgi vesicle-mediated transport', 'cytokine-mediated signaling pathway', 'SNAP receptor activity', 'dendritic spine', 'positive regulation of cell migration', 'extracellular exosome', 'positive regulation of cell population proliferation', 'regulation of extrinsic apoptotic signaling pathway via death domain receptors', 'positive regulation of catalytic activity', 'basolateral plasma membrane', 'positive regulation of insulin secretion involved in cellular response to glucose stimulus', 'positive regulation of cell adhesion', 'endosome', 'integral component of membrane', 'phagocytic vesicle membrane', 'vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane', 'response to hydroperoxide', 'positive regulation of chemotaxis']",2,2,2,1,0
178,KCNMA1,"['regulation of membrane potential', 'metal ion binding', 'caveola', 'cellular potassium ion homeostasis', 'smooth muscle contraction involved in micturition', 'postsynaptic membrane', 'large conductance calcium-activated potassium channel activity', 'actin binding', 'voltage-gated potassium channel complex', 'potassium ion transmembrane transport', 'regulation of ion transmembrane transport', 'apical plasma membrane', 'positive regulation of apoptotic process', 'negative regulation of cell volume', 'response to calcium ion', 'relaxation of vascular smooth muscle', 'outward rectifier potassium channel activity', 'response to osmotic stress', 'response to carbon monoxide', 'response to hypoxia']",2,1,0,2,0
179,RAB3GAP1,"['positive regulation of GTPase activity', 'establishment of protein localization to endoplasmic reticulum membrane', 'regulation of calcium ion-dependent exocytosis of neurotransmitter', 'positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization', 'postsynapse', 'lipid droplet organization', 'Rab guanyl-nucleotide exchange factor activity', 'positive regulation of gene expression', 'cytosol', 'face morphogenesis', 'endoplasmic reticulum membrane', 'Golgi apparatus', 'camera-type eye development', 'regulation of short-term neuronal synaptic plasticity', 'excitatory postsynaptic potential', 'endoplasmic reticulum tubular network', 'extracellular exosome', 'positive regulation of autophagosome assembly', 'protein-containing complex', 'positive regulation of protein lipidation', 'positive regulation of endoplasmic reticulum tubular network organization', 'hypothalamus development', 'GTPase activator activity', 'lipid droplet']",3,1,2,0,2
180,ATP1A1,"['cellular response to steroid hormone stimulus', 'endoplasmic reticulum', 'caveola', 'cellular response to mechanical stimulus', 'ATP hydrolysis coupled proton transport', 'T-tubule', 'negative regulation of glucocorticoid biosynthetic process', 'ankyrin binding', 'cardiac muscle cell action potential involved in contraction', 'potassium ion import across plasma membrane', 'response to drug', 'sodium:potassium-exchanging ATPase complex', 'phosphatase activity', 'chaperone binding', 'relaxation of cardiac muscle', 'phosphatidylinositol 3-kinase binding', 'positive regulation of heart contraction', 'cellular potassium ion homeostasis', 'membrane hyperpolarization', 'regulation of the force of heart contraction', 'regulation of cardiac conduction', 'membrane repolarization during cardiac muscle cell action potential', 'cell communication by electrical coupling involved in cardiac conduction', 'response to glycoside', 'melanosome', 'sodium ion export across plasma membrane', 'regulation of sodium ion transport', 'Golgi apparatus', 'cellular sodium ion homeostasis', 'intercalated disc', 'potassium ion binding', 'establishment or maintenance of transmembrane electrochemical gradient', 'ADP binding', 'postsynaptic density', 'apical plasma membrane', 'ATP binding', 'regulation of blood pressure', 'regulation of cardiac muscle cell contraction', 'extracellular exosome', 'protein kinase binding', 'sodium ion binding', 'negative regulation of heart contraction', 'basolateral plasma membrane', 'sodium:potassium-exchanging ATPase activity', 'positive regulation of striated muscle contraction', 'steroid hormone binding', 'dephosphorylation', 'endosome', 'protein domain specific binding']",2,2,0,2,0
181,ADD3,"['condensed nuclear chromosome', 'cell-cell junction', 'brush border', 'nucleoplasm', 'structural constituent of cytoskeleton', 'barbed-end actin filament capping', 'transmembrane transport', 'cytoskeleton', 'postsynaptic density', 'cytosol', 'plasma membrane raft', 'cell cortex', 'actin filament binding', 'actin filament bundle assembly', 'calmodulin binding', 'spectrin binding']",0,1,3,1,0
182,SV2B,"['acrosomal vesicle', 'synaptic vesicle membrane', 'plasma membrane', 'neuron projection', 'transmembrane transport', 'chemical synaptic transmission', 'transmembrane transporter activity', 'protein binding', 'integral component of membrane', 'neurotransmitter transport', 'cell junction']",1,1,1,1,0
183,EEF2,"['response to folic acid', 'synapse', 'response to endoplasmic reticulum stress', 'plasma membrane', 'neutrophil degranulation', 'aging', 'GTP binding', 'membrane raft', 'cadherin binding', '5S rRNA binding', 'nucleus', 'polysomal ribosome', 'positive regulation of cytoplasmic translation', 'cellular response to brain-derived neurotrophic factor stimulus', 'cytosol', 'translational elongation', 'aggresome', 'actin filament binding', 'translation elongation factor activity', 'skeletal muscle cell differentiation', 'GTPase activity', 'secretory granule lumen', 'p53 binding', 'skeletal muscle contraction', 'response to estradiol', 'glial cell proliferation', 'response to ethanol', 'extracellular exosome', 'protein kinase binding', 'hematopoietic progenitor cell differentiation', 'response to ischemia', 'ribosome binding', 'ficolin-1-rich granule lumen', 'response to hydrogen peroxide']",1,0,0,1,0
184,DCLK1,"['intracellular signal transduction', 'peptidyl-serine phosphorylation', 'central nervous system projection neuron axonogenesis', 'dendrite morphogenesis', 'neuron migration', 'negative regulation of protein localization to nucleus', 'protein serine/threonine kinase activity', 'postsynaptic density', 'forebrain development', 'ATP binding', 'integral component of plasma membrane', 'axon extension', 'endosomal transport', 'response to virus']",4,2,0,1,2
185,CDH10,"['integral component of presynaptic active zone membrane', 'catenin complex', 'cell morphogenesis', 'protein homodimerization activity', 'adherens junction organization', 'cell-cell junction assembly', 'integral component of postsynaptic specialization membrane', 'cell surface', 'cell-cell adhesion mediated by cadherin', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'glutamatergic synapse', 'GABA-ergic synapse', 'calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules', 'cell-cell adherens junction', 'cadherin binding', 'calcium ion binding', 'cytoskeletal protein binding']",1,0,5,1,1
